 120.000 -1.525838681132E+00 -1.522604016239E+00 -7.980437910685E-01 -2.417384637884E-02 -4.547390939303E-03  7.253565831908E-01  7.342182902398E-01  2.356648682940E+02  2.357001587593E+02  2.358461600149E+02  2.363926211997E+02  2.364744900919E+02  2.364868497442E+02  2.373734204176E+02  2.373873016550E+02  2.378716277447E+02  2.386797708722E+02  2.393396595982E+02  2.393415606239E+02
 122.000 -1.453071970874E+00 -1.449665262865E+00 -7.606575159610E-01 -2.376721586342E-02 -3.222233818160E-03  6.899902873063E-01  6.992843699401E-01  2.357545174070E+02  2.357912073939E+02  2.359319633863E+02  2.364471034807E+02  2.365284392341E+02  2.365413432921E+02  2.373842373959E+02  2.373988560868E+02  2.378593331762E+02  2.386252497677E+02  2.392546180189E+02  2.392566183701E+02
 124.000 -1.384986426926E+00 -1.381401395974E+00 -7.256803979808E-01 -2.348572038143E-02 -2.001745402233E-03  6.568757437819E-01  6.666126985051E-01  2.358383659191E+02  2.358764467571E+02  2.360123647750E+02  2.364980894458E+02  2.365790207081E+02  2.365924762578E+02  2.373943544672E+02  2.374097366906E+02  2.378478587082E+02  2.385742306522E+02  2.391750009959E+02  2.391771031876E+02
 126.000 -1.321217813222E+00 -1.317448110470E+00 -6.929204683394E-01 -2.331488412870E-02 -8.722243381113E-04  6.258421716764E-01  6.360321176045E-01  2.359168694759E+02  2.359563290817E+02  2.360877797299E+02  2.365458516495E+02  2.366264935841E+02  2.366405068504E+02  2.374038214807E+02  2.374199937933E+02  2.378371377866E+02  2.385264416387E+02  2.391003845508E+02  2.391025910722E+02
 128.000 -1.261435586089E+00 -1.257474807400E+00 -6.622039535212E-01 -2.324200101593E-02  1.781642302188E-04  5.967340942815E-01  6.073867182116E-01  2.359904418385E+02  2.360312649327E+02  2.361585854212E+02  2.365906375464E+02  2.366710936966E+02  2.366856699838E+02  2.374126839756E+02  2.374296734065E+02  2.378271103584E+02  2.384816359682E+02  2.390303839413E+02  2.390326972518E+02
 130.000 -1.205339309273E+00 -1.201181010781E+00 -6.333732946877E-01 -2.325585379607E-02  1.159666122633E-03  5.694097751242E-01  5.805342750826E-01  2.360594592745E+02  2.361016276183E+02  2.362251247344E+02  2.366326721561E+02  2.367130360328E+02  2.367281796638E+02  2.374209835916E+02  2.374388176347E+02  2.378177221391E+02  2.384395893441E+02  2.389646494879E+02  2.389670720126E+02
 132.000 -1.152655497680E+00 -1.148293213238E+00 -6.062854127202E-01 -2.334647814701E-02  2.081170972390E-03  5.437398316936E-01  5.553448593585E-01  2.361242644317E+02  2.361677570739E+02  2.362877098724E+02  2.366721604100E+02  2.367525168466E+02  2.367682311031E+02  2.374287584359E+02  2.374474650418E+02  2.378089239738E+02  2.384000975850E+02  2.389028628996E+02  2.389053970252E+02
 134.000 -1.103134832902E+00 -1.098562093530E+00 -5.808101850998E-01 -2.350496403718E-02  2.950408198634E-03  5.196060047614E-01  5.316996072200E-01  2.361851697616E+02  2.362299632915E+02  2.363466255296E+02  2.367092892220E+02  2.367897155341E+02  2.368060025969E+02  2.374360434147E+02  2.374556509805E+02  2.378006712797E+02  2.383629745526E+02  2.388447340340E+02  2.388473821044E+02
 136.000 -1.056549701890E+00 -1.051760057292E+00 -5.568291059361E-01 -2.372328813463E-02  3.774112406778E-03  4.969000641489E-01  5.094896255036E-01  2.362424605521E+02  2.362885293520E+02  2.364021316956E+02  2.367442293192E+02  2.368247962994E+02  2.368416571892E+02  2.374428705299E+02  2.374634078876E+02  2.377929235566E+02  2.383280503195E+02  2.387899980343E+02  2.387927623458E+02
 138.000 -1.012692017099E+00 -1.007679059316E+00 -5.342341047218E-01 -2.399417217307E-02  4.558163364113E-03  4.755228343307E-01  4.886150177226E-01  2.362963976198E+02  2.363437141119E+02  2.364544661338E+02  2.367771368637E+02  2.368579096359E+02  2.368753441562E+02  2.374492691482E+02  2.374707655503E+02  2.377856439576E+02  2.382951695462E+02  2.387384127940E+02  2.387412955909E+02
 140.000 -9.713712823383E-01 -9.661286715857E-01 -5.129265029626E-01 -2.431096311428E-02  5.307704770371E-03  4.553833254532E-01  4.689840161211E-01  2.363472197031E+02  2.363957545876E+02  2.365038465773E+02  2.368081548918E+02  2.368891936469E+02  2.369072003276E+02  2.374552662416E+02  2.374777513456E+02  2.377787989110E+02  2.382641900403E+02  2.386897567085E+02  2.386927601786E+02
 142.000 -9.324128735399E-01 -9.269343662388E-01 -4.928160908292E-01 -2.466753169456E-02  6.027245290756E-03  4.363979572303E-01  4.505122072586E-01  2.363951455944E+02  2.364448680761E+02  2.365504726783E+02  2.368374145929E+02  2.369187752231E+02  2.369373512672E+02  2.374608866063E+02  2.374843904557E+02  2.377723577868E+02  2.382349814755E+02  2.386438266774E+02  2.386469529469E+02
 144.000 -8.956565079044E-01 -8.899359869117E-01 -4.738203085033E-01 -2.505818654807E-02  6.720744710640E-03  4.184898647897E-01  4.331218402300E-01  2.364403760429E+02  2.364912540422E+02  2.365945277404E+02  2.368650364489E+02  2.369467710944E+02  2.369659123269E+02  2.374661530596E+02  2.374907060625E+02  2.377662926018E+02  2.382074242503E+02  2.386004363255E+02  2.386036874546E+02
 146.000 -8.609548784897E-01 -8.549863854748E-01 -4.558635190231E-01 -2.547760158542E-02  7.391687571794E-03  4.015882769457E-01  4.167412080158E-01  2.364830954540E+02  2.365350958041E+02  2.366361802626E+02  2.368911312499E+02  2.369732887715E+02  2.369929895914E+02  2.374710866187E+02  2.374967195234E+02  2.377605777579E+02  2.381814084697E+02  2.385594144179E+02  2.385627923956E+02
 148.000 -8.281724343710E-01 -8.219502042688E-01 -4.388763612323E-01 -2.592075471326E-02  8.043146247788E-03  3.856279585715E-01  4.013040936367E-01  2.365234734106E+02  2.365765620373E+02  2.366755853157E+02  2.369158010025E+02  2.369984273879E+02  2.370186807253E+02  2.374757066626E+02  2.375024505296E+02  2.377551898102E+02  2.381568330349E+02  2.385206034431E+02  2.385241101826E+02
 150.000 -7.971842891504E-01 -7.907027865686E-01 -4.227951729688E-01 -2.638287629453E-02  8.677835083752E-03  3.705487097929E-01  3.867492738272E-01  2.365616660369E+02  2.366158081222E+02  2.367128857736E+02  2.369391397418E+02  2.370222784560E+02  2.370430757325E+02  2.374800310790E+02  2.375079172494E+02  2.377501072598E+02  2.381336048285E+02  2.384838583468E+02  2.384874956803E+02
 152.000 -7.678752428303E-01 -7.611292002506E-01 -4.075614759276E-01 -2.685940602324E-02  9.298156951528E-03  3.562949156211E-01  3.730200738207E-01  2.365978172210E+02  2.366529773507E+02  2.367482134159E+02  2.369612342598E+02  2.370449265449E+02  2.370662576401E+02  2.374840763988E+02  2.375131364584E+02  2.377453103697E+02  2.381116379839E+02  2.384490453968E+02  2.384528150707E+02
 154.000 -7.401389040093E-01 -7.331233615725E-01 -3.931215147398E-01 -2.734595710174E-02  9.906243350759E-03  3.428151404304E-01  3.600639676069E-01  2.366320597145E+02  2.366882020097E+02  2.367816899172E+02  2.369821647587E+02  2.370664498894E+02  2.370883031139E+02  2.374878579181E+02  2.375181236572E+02  2.377407809997E+02  2.380908532289E+02  2.384160411649E+02  2.384199448351E+02
 156.000 -7.138769010235E-01 -7.065872476381E-01 -3.794258437535E-01 -2.783828678761E-02  1.050398899862E-02  3.300617623599E-01  3.478322186890E-01  2.366645161206E+02  2.367216043548E+02  2.368134277360E+02  2.370020054392E+02  2.370869209379E+02  2.371092830126E+02  2.374913898096E+02  2.375228931778E+02  2.377365024583E+02  2.380711772953E+02  2.383847316121E+02  2.383887708385E+02
 158.000 -6.889981720839E-01 -6.814301875501E-01 -3.664289558112E-01 -2.833227253206E-02  1.109308169942E-02  3.179906433154E-01  3.362795569407E-01  2.366952997850E+02  2.367532974867E+02  2.368435309154E+02  2.370208250292E+02  2.371064068446E+02  2.371292628887E+02  2.374946852250E+02  2.375274582810E+02  2.377324593701E+02  2.380525423873E+02  2.383550112651E+02  2.383591875072E+02
 160.000 -6.654183257114E-01 -6.575682234954E-01 -3.540889480124E-01 -2.882389305428E-02  1.167502815975E-02  3.065608307567E-01  3.253638876646E-01  2.367245155984E+02  2.367833861410E+02  2.368720958062E+02  2.370386872616E+02  2.371249699135E+02  2.371483034407E+02  2.374977563891E+02  2.375318312448E+02  2.377286375561E+02  2.380348857023E+02  2.383267824747E+02  2.383310970864E+02
 162.000 -6.430590638237E-01 -6.349235340768E-01 -3.423672200413E-01 -2.930921380187E-02  1.225117630835E-02  2.957342879102E-01  3.150460293955E-01  2.367522607214E+02  2.368119674011E+02  2.368992117193E+02  2.370556513054E+02  2.371426679973E+02  2.371664609227E+02  2.375006146855E+02  2.375360234441E+02  2.377250239257E+02  2.380181489968E+02  2.382999547467E+02  2.383044089714E+02
 164.000 -6.218476607750E-01 -6.134239131363E-01 -3.312282011594E-01 -2.978437634966E-02  1.282273459381E-02  2.854756494318E-01  3.052894773637E-01  2.367786252390E+02  2.368391313422E+02  2.369249615171E+02  2.370717721558E+02  2.371595548579E+02  2.371837875146E+02  2.375032707364E+02  2.375400454246E+02  2.377216063792E+02  2.380022781955E+02  2.382744441368E+02  2.382790391026E+02
 166.000 -6.017164924405E-01 -5.930022981242E-01 -3.206391024007E-01 -3.024559135485E-02  1.339078866165E-02  2.757519998947E-01  2.960601898830E-01  2.368036927535E+02  2.368649616143E+02  2.369494221495E+02  2.370871009880E+02  2.371756804903E+02  2.372003316589E+02  2.375057344758E+02  2.375439069691E+02  2.377183737193E+02  2.379872230361E+02  2.382501727037E+02  2.382549094189E+02
 168.000 -5.826026101323E-01 -5.735963427657E-01 -3.105696908944E-01 -3.068913477269E-02  1.395631575068E-02  2.665326727723E-01  2.873263952115E-01  2.368275409208E+02  2.368895359694E+02  2.369726651408E+02  2.371016854785E+02  2.371910914155E+02  2.372161383649E+02  2.375080152168E+02  2.375476171590E+02  2.377153155709E+02  2.379729367476E+02  2.382270680138E+02  2.382319473619E+02
 170.000 -5.644473547505E-01 -5.551480294016E-01 -3.009920835820E-01 -3.111134708694E-02  1.452019709989E-02  2.577890678494E-01  2.790584167052E-01  2.368502419370E+02  2.369129267409E+02  2.369947570324E+02  2.371155700972E+02  2.372058309440E+02  2.372312494866E+02  2.375101217146E+02  2.375511844296E+02  2.377124223077E+02  2.379593757590E+02  2.382050626918E+02  2.382100854269E+02
 172.000 -5.471960070935E-01 -5.376033169015E-01 -2.918805578854E-01 -3.150863537281E-02  1.508322861531E-02  2.494944852286E-01  2.712285143075E-01  2.368718629799E+02  2.369352012778E+02  2.370157597860E+02  2.371287963736E+02  2.372199394137E+02  2.372457039741E+02  2.375120622243E+02  2.375546166213E+02  2.377096849862E+02  2.379464994338E+02  2.381840940125E+02  2.381892607553E+02
 174.000 -5.307974706978E-01 -5.209118205272E-01 -2.832113771530E-01 -3.187747804981E-02  1.564613001156E-02  2.416239742973E-01  2.638107406386E-01  2.368924666102E+02  2.369564223397E+02  2.370357311505E+02  2.371414031402E+02  2.372334544053E+02  2.372595381033E+02  2.375138445543E+02  2.375579210265E+02  2.377070952844E+02  2.379342698295E+02  2.381641035304E+02  2.381694147633E+02
 176.000 -5.152039839976E-01 -5.050265205298E-01 -2.749626289484E-01 -3.221443222074E-02  1.620955261621E-02  2.341541962026E-01  2.567808101200E-01  2.369121111366E+02  2.369766484564E+02  2.370547249972E+02  2.371534267551E+02  2.372464109357E+02  2.372727856844E+02  2.375154761163E+02  2.375611044321E+02  2.377046454470E+02  2.379226514783E+02  2.381450367416E+02  2.381504928050E+02
 178.000 -5.003708589252E-01 -4.899034966257E-01 -2.671140744676E-01 -3.251614352098E-02  1.677408599811E-02  2.270632985337E-01  2.501159797500E-01  2.369308509476E+02  2.369959342552E+02  2.370727916248E+02  2.371649013067E+02  2.372588416338E+02  2.372854782523E+02  2.375169639708E+02  2.375641731591E+02  2.377023282345E+02  2.379116111875E+02  2.381268427770E+02  2.381324438650E+02
 180.000 -4.862562433791E-01 -4.755016858121E-01 -2.596470075732E-01 -3.277935841371E-02  1.734026356465E-02  2.203308010533E-01  2.437949402852E-01  2.369487368152E+02  2.370143307594E+02  2.370899780375E+02  2.371758588008E+02  2.372707768999E+02  2.372976452398E+02  2.375183148704E+02  2.375671330985E+02  2.377001368771E+02  2.379011178586E+02  2.381094741215E+02  2.381152202782E+02
 182.000 -4.728209052578E-01 -4.617826612647E-01 -2.525441221415E-01 -3.300093886487E-02  1.790856725570E-02  2.139374914389E-01  2.377977167294E-01  2.369658161703E+02  2.370318856611E+02  2.371063281982E+02  2.371863293349E+02  2.372822450497E+02  2.373093141356E+02  2.375195352985E+02  2.375699897446E+02  2.376980650326E+02  2.378911423215E+02  2.380928863580E+02  2.380987774738E+02
 184.000 -4.600280359800E-01 -4.487104302999E-01 -2.457893866032E-01 -3.317787931464E-02  1.847943144832E-02  2.078653301011E-01  2.321055771446E-01  2.369821333560E+02  2.370486435696E+02  2.371218832588E+02  2.371963412568E+02  2.372932724463E+02  2.373205106287E+02  2.375206315064E+02  2.375727482251E+02  2.376961067478E+02  2.378816571842E+02  2.380770379335E+02  2.380830737419E+02
 186.000 -4.478430716268E-01 -4.362512496062E-01 -2.393679247633E-01 -3.330732582348E-02  1.905324617493E-02  2.020973632427E-01  2.267009489137E-01  2.369977298578E+02  2.370646462399E+02  2.371366817701E+02  2.372059213134E+02  2.373038836205E+02  2.373312587390E+02  2.375216095469E+02  2.375754133295E+02  2.376942564240E+02  2.378726366956E+02  2.380618899448E+02  2.380680700193E+02
 188.000 -4.362335300113E-01 -4.243734561366E-01 -2.332659021793E-01 -3.338659721152E-02  1.963035975074E-02  1.966176434053E-01  2.215673416861E-01  2.370126445153E+02  2.370799327805E+02  2.371507598710E+02  2.372150947859E+02  2.373141013817E+02  2.373415809376E+02  2.375224753060E+02  2.375779895344E+02  2.376925087851E+02  2.378640566210E+02  2.380474059430E+02  2.380537296938E+02
 190.000 -4.251688621476E-01 -4.130473122229E-01 -2.274704175824E-01 -3.341320793276E-02  2.021108089528E-02  1.914111568215E-01  2.166892763185E-01  2.370269137153E+02  2.370945398447E+02  2.371641514618E+02  2.372238856161E+02  2.373239469199E+02  2.373514982545E+02  2.375232345329E+02  2.375804810278E+02  2.376908588489E+02  2.378558941281E+02  2.380335517532E+02  2.380400184250E+02
 192.000 -4.146203167355E-01 -4.022448636258E-01 -2.219693990365E-01 -3.338489232481E-02  2.079568042802E-02  1.864637569607E-01  2.120522192145E-01  2.370405715698E+02  2.371085018059E+02  2.371768883618E+02  2.372323165195E+02  2.373334399007E+02  2.373610303777E+02  2.375238928673E+02  2.375828917302E+02  2.376893019012E+02  2.378481276840E+02  2.380202953099E+02  2.380269039795E+02
 194.000 -4.045608163932E-01 -3.919398093571E-01 -2.167515047352E-01 -3.329962976330E-02  2.138439261287E-02  1.817621037110E-01  2.076425215270E-01  2.370536500787E+02  2.371218509184E+02  2.371890004548E+02  2.372404090881E+02  2.373425985541E+02  2.373701957419E+02  2.375244558672E+02  2.375852253154E+02  2.376878334732E+02  2.378407369610E+02  2.380076065055E+02  2.380143560800E+02
 196.000 -3.949648445066E-01 -3.821073822411E-01 -2.118060285482E-01 -3.315567012516E-02  2.197741621836E-02  1.772936076923E-01  2.034473627575E-01  2.370661792795E+02  2.371346174651E+02  2.372005158249E+02  2.372481838785E+02  2.373514397568E+02  2.373790116083E+02  2.375249290351E+02  2.375874852284E+02  2.376864493200E+02  2.378337027515E+02  2.379954570514E+02  2.380023462662E+02
 198.000 -3.858083416460E-01 -3.727242392710E-01 -2.071228106194E-01 -3.295155883996E-02  2.257491535783E-02  1.730463792422E-01  1.994546983444E-01  2.370781873850E+02  2.371468298940E+02  2.372114608891E+02  2.372556604842E+02  2.373599791109E+02  2.373874941360E+02  2.375253178451E+02  2.375896747028E+02  2.376851454029E+02  2.378270068897E+02  2.379838203494E+02  2.379908477672E+02
 200.000 -3.770686106170E-01 -3.637683609181E-01 -2.026921534943E-01 -3.268616070024E-02  2.317702016716E-02  1.690091816577E-01  1.956532108706E-01  2.370897009106E+02  2.371585149430E+02  2.372218605292E+02  2.372628575872E+02  2.373682310157E+02  2.373956584441E+02  2.375256277719E+02  2.375917967764E+02  2.376839178729E+02  2.378206321816E+02  2.379726713743E+02  2.379798353843E+02
 202.000 -3.687242292857E-01 -3.552189586267E-01 -1.985047443922E-01 -3.235868150389E-02  2.378382737532E-02  1.651713883109E-01  1.920322645821E-01  2.371007447902E+02  2.371696977557E+02  2.372317382325E+02  2.372697929847E+02  2.373762087363E+02  2.374035186654E+02  2.375258643212E+02  2.375938543056E+02  2.376827630565E+02  2.378145623406E+02  2.379619865648E+02  2.379692853822E+02
 204.000 -3.607549704090E-01 -3.470563898026E-01 -1.945515843337E-01 -3.196868655833E-02  2.439540081382E-02  1.615229432920E-01  1.885818629275E-01  2.371113424848E+02  2.371804019879E+02  2.372411162475E+02  2.372764835840E+02  2.373839244657E+02  2.374110879914E+02  2.375260330663E+02  2.375958499789E+02  2.376816774430E+02  2.378087819295E+02  2.379517437239E+02  2.379591753894E+02
 206.000 -3.531417277727E-01 -3.392620796658E-01 -1.908239248669E-01 -3.151611506889E-02  2.501177191094E-02  1.580543252619E-01  1.852926088775E-01  2.371215160815E+02  2.371906499065E+02  2.372500157615E+02  2.372829453595E+02  2.373913893809E+02  2.374183787067E+02  2.375261396904E+02  2.375977863289E+02  2.376806576740E+02  2.378032763074E+02  2.379419219257E+02  2.379494843062E+02
 208.000 -3.458664480064E-01 -3.318184493923E-01 -1.873132131022E-01 -3.100128949117E-02  2.563294020825E-02  1.547565142241E-01  1.821556678040E-01  2.371312863856E+02  2.372004624808E+02  2.372584571087E+02  2.372891932684E+02  2.373986136927E+02  2.374254022127E+02  2.375261900386E+02  2.375996657439E+02  2.376797005338E+02  2.377980315815E+02  2.379325014302E+02  2.379401922197E+02
 210.000 -3.389120675159E-01 -3.247088500258E-01 -1.840110456653E-01 -3.042491905990E-02  2.625887393289E-02  1.516209609507E-01  1.791627327221E-01  2.371406730053E+02  2.372098594673E+02  2.372664600069E+02  2.372952411223E+02  2.374056066853E+02  2.374321690385E+02  2.375261901839E+02  2.376014904780E+02  2.376788029414E+02  2.377930345633E+02  2.379234636045E+02  2.379312803250E+02
 212.000 -3.322624540235E-01 -3.179175016791E-01 -1.809091320001E-01 -2.978809688800E-02  2.688951065247E-02  1.486395588178E-01  1.763059917237E-01  2.371496944307E+02  2.372188594885E+02  2.372740438212E+02  2.373011014251E+02  2.374123767454E+02  2.374386888358E+02  2.375261465126E+02  2.376032626611E+02  2.376779619432E+02  2.377882727288E+02  2.379147908494E+02  2.379227308528E+02
 214.000 -3.259023522684E-01 -3.114294375871E-01 -1.779992672156E-01 -2.909229028032E-02  2.752475803709E-02  1.458046178315E-01  1.735780974497E-01  2.371583681061E+02  2.372274801070E+02  2.372812278341E+02  2.373067851915E+02  2.374189313775E+02  2.374449703544E+02  2.375260658354E+02  2.376049843074E+02  2.376771747074E+02  2.377837341814E+02  2.379064665320E+02  2.379145270022E+02
 216.000 -3.198173334660E-01 -3.052304526126E-01 -1.752733143967E-01 -2.833932420009E-02  2.816449474265E-02  1.431088406389E-01  1.709721384564E-01  2.371667104980E+02  2.372357378941E+02  2.372880314961E+02  2.373123017788E+02  2.374252771993E+02  2.374510213927E+02  2.375259555361E+02  2.376066573237E+02  2.376764385187E+02  2.377794076190E+02  2.378984749226E+02  2.379066528783E+02
 218.000 -3.139937481680E-01 -2.993070558305E-01 -1.727231959865E-01 -2.753135813184E-02  2.880857142858E-02  1.405453003395E-01  1.684816123542E-01  2.371747371571E+02  2.372436484945E+02  2.372944746166E+02  2.373176587704E+02  2.374314199137E+02  2.374568487139E+02  2.375258237711E+02  2.376082835168E+02  2.376757507736E+02  2.377752823024E+02  2.378908011371E+02  2.378990934347E+02
 220.000 -3.084186822120E-01 -2.936464268550E-01 -1.703408935479E-01 -2.667085689561E-02  2.945681191732E-02  1.381074199300E-01  1.661004006033E-01  2.371824627770E+02  2.372512266881E+02  2.373005774572E+02  2.373228619502E+02  2.374373642473E+02  2.374624579180E+02  2.375256797406E+02  2.376098646006E+02  2.376751089763E+02  2.377713480274E+02  2.378834310826E+02  2.378918344198E+02
 222.000 -3.030799154786E-01 -2.882363755914E-01 -1.681184549365E-01 -2.576055625014E-02  3.010901449302E-02  1.357889532260E-01  1.638227448580E-01  2.371899012475E+02  2.372584864477E+02  2.373063606987E+02  2.373279153979E+02  2.374431138434E+02  2.374678532532E+02  2.375255340591E+02  2.376114022021E+02  2.376745107355E+02  2.377675950984E+02  2.378763514076E+02  2.378848623277E+02
 224.000 -2.979658832144E-01 -2.830653051251E-01 -1.660480076909E-01 -2.480342434401E-02  3.076495334163E-02  1.335839671246E-01  1.616432247689E-01  2.371970657052E+02  2.372654409944E+02  2.373118452764E+02  2.373328217105E+02  2.374486710929E+02  2.374730373456E+02  2.375253992639E+02  2.376128978678E+02  2.376739537611E+02  2.377640143032E+02  2.378695494555E+02  2.378781643518E+02
 226.000 -2.930656397020E-01 -2.781221774793E-01 -1.641217772898E-01 -2.380262024031E-02  3.142438012090E-02  1.314868250798E-01  1.595567371495E-01  2.372039685801E+02  2.372721028511E+02  2.373170521071E+02  2.373375823276E+02  2.374540368760E+02  2.374780108227E+02  2.375252905131E+02  2.376143530686E+02  2.376734358610E+02  2.377605968909E+02  2.378630132210E+02  2.378717283422E+02
 228.000 -2.883688240889E-01 -2.733964819922E-01 -1.623321088507E-01 -2.276145081837E-02  3.208702565025E-02  1.294921716765E-01  1.575584764252E-01  2.372106216386E+02  2.372784838937E+02  2.373220017535E+02  2.373421979151E+02  2.374592101797E+02  2.374827718070E+02  2.375252265331E+02  2.376157692052E+02  2.376729549386E+02  2.377573345495E+02  2.378567313105E+02  2.378655427658E+02
 230.000 -2.838656282062E-01 -2.688782060880E-01 -1.606714908456E-01 -2.168332735253E-02  3.275260170851E-02  1.275949182020E-01  1.556439162898E-01  2.372170360243E+02  2.372845954012E+02  2.373267140807E+02  2.373466687519E+02  2.374641875363E+02  2.374873152784E+02  2.375252308706E+02  2.376171476121E+02  2.376725089898E+02  2.377542193862E+02  2.378506929043E+02  2.378595966697E+02
 232.000 -2.795467662302E-01 -2.645578082278E-01 -1.591325794893E-01 -2.057172299701E-02  3.342080292078E-02  1.257902291220E-01  1.538087924956E-01  2.372232222955E+02  2.372904481038E+02  2.373312079549E+02  2.373509950720E+02  2.374689622122E+02  2.374916323782E+02  2.375253334481E+02  2.376184895627E+02  2.376720961008E+02  2.377512439077E+02  2.378448877219E+02  2.378538796466E+02
