 120.000 -1.522676379228E+00 -7.389622524536E-01 -2.025556857154E-02 -1.387940675135E-02  6.586456730467E-01  7.843488603445E-01  7.868344043200E-01  1.521687097404E+00  2.356937281979E+02  2.358675731928E+02  2.364516320175E+02  2.364569777096E+02  2.364750872994E+02  2.373342652508E+02  2.373487213907E+02  2.374179744703E+02  2.378319031866E+02  2.387342131184E+02  2.387382260610E+02  2.387424657742E+02  2.392848129777E+02  2.393624899364E+02  2.393889653360E+02  2.395305201204E+02
 122.000 -1.449740560558E+00 -7.018627981771E-01 -1.965475822981E-02 -1.303795509324E-02  6.231672426596E-01  7.487710112008E-01  7.513243427538E-01  1.449016137359E+00  2.357845601472E+02  2.359524318848E+02  2.365059497583E+02  2.365115215903E+02  2.365291213224E+02  2.373451274673E+02  2.373603694242E+02  2.374290762780E+02  2.378196120345E+02  2.386779546363E+02  2.386835317033E+02  2.386877773561E+02  2.391995748492E+02  2.392767833780E+02  2.393041146465E+02  2.394401274239E+02
 124.000 -1.381479667772E+00 -6.671863372078E-01 -1.917417680899E-02 -1.231497797043E-02  5.899415416935E-01  7.154404613766E-01  7.180588037582E-01  1.380992504142E+00  2.358695851750E+02  2.360318966977E+02  2.365567608177E+02  2.365625631484E+02  2.365797929597E+02  2.373552934352E+02  2.373713509347E+02  2.374394908503E+02  2.378081458103E+02  2.386252212671E+02  2.386323315084E+02  2.386366396525E+02  2.391197773797E+02  2.391965162585E+02  2.392246927937E+02  2.393555428497E+02
 126.000 -1.317529383505E+00 -6.347413415561E-01 -1.879952038418E-02 -1.169761062503E-02  5.587983225843E-01  6.841864888738E-01  6.868667598278E-01  1.317254522824E+00  2.359492560124E+02  2.361063857726E+02  2.366043373907E+02  2.366103749372E+02  2.366273606253E+02  2.373648133320E+02  2.373817166560E+02  2.374492683788E+02  2.377974382825E+02  2.385757498242E+02  2.385843527409E+02  2.385887581058E+02  2.390449978602E+02  2.391212657143E+02  2.391502755823E+02  2.392763092188E+02
 128.000 -1.257559094755E+00 -6.043544732245E-01 -1.851828049849E-02 -1.117483190535E-02  5.295826932460E-01  6.548536725905E-01  6.575924886284E-01  1.257473800263E+00  2.360239837087E+02  2.361762786577E+02  2.366489265744E+02  2.366552044371E+02  2.366720594290E+02  2.373737330390E+02  2.373915129992E+02  2.374584547489E+02  2.377874297324E+02  2.385292932066E+02  2.385393480687E+02  2.385438738457E+02  2.389748527818E+02  2.390506479720E+02  2.390804780388E+02  2.392020116259E+02
 130.000 -1.201268309548E+00 -5.758686010945E-01 -1.831946363432E-02 -1.073720209603E-02  5.021535562025E-01  6.273003272554E-01  6.300940102021E-01  1.201351702541E+00  2.360941420383E+02  2.362419203885E+02  2.366907530310E+02  2.366972766875E+02  2.367141035996E+02  2.373820945511E+02  2.374007824585E+02  2.374670919482E+02  2.377780662196E+02  2.384856231610E+02  2.384970927150E+02  2.385017555201E+02  2.389089936584E+02  2.389843141762E+02  2.390149502370E+02  2.391322729696E+02
 132.000 -1.148383502418E+00 -5.491410632767E-01 -1.819335538136E-02 -1.037664304521E-02  4.763822254795E-01  6.013971160486E-01  6.042417019850E-01  1.148616251694E+00  2.361600713829E+02  2.363036250841E+02  2.367300213336E+02  2.367367966033E+02  2.367536886318E+02  2.373899363459E+02  2.374095639748E+02  2.374752184318E+02  2.377692989421E+02  2.384445302260E+02  2.384573820541E+02  2.384621944953E+02  2.388471033496E+02  2.389219467180E+02  2.389533736238E+02  2.390667500157E+02
 134.000 -1.098655331751E+00 -5.240421411231E-01 -1.813132159882E-02 -1.008625329343E-02  4.521511990870E-01  5.770258188075E-01  5.799170695108E-01  1.099019386439E+00  2.362220821581E+02  2.363616791226E+02  2.367669180358E+02  2.367739510218E+02  2.367909931865E+02  2.373972937146E+02  2.374178932625E+02  2.374828694509E+02  2.377610836757E+02  2.384058226737E+02  2.384200295188E+02  2.384250016120E+02  2.387888928180E+02  2.388632560008E+02  2.388954577788E+02  2.390051299199E+02
 136.000 -1.051856180358E+00 -5.004537162281E-01 -1.812564032549E-02 -9.860152219320E-03  4.293530678834E-01  5.540782366689E-01  5.570116536453E-01  1.052334539628E+00  2.362804578431E+02  2.364163439498E+02  2.368016135040E+02  2.368089105158E+02  2.368261807736E+02  2.374041990600E+02  2.374258031015E+02  2.374900773467E+02  2.377533802834E+02  2.383693251353E+02  2.383848647593E+02  2.383900047536E+02  2.387340982634E+02  2.388079775832E+02  2.388409375507E+02  2.389471271531E+02
 138.000 -1.007777977575E+00 -4.782680859957E-01 -1.816935933883E-02 -9.693348260120E-03  4.078895441505E-01  5.324552165605E-01  5.354260577530E-01  1.008354491856E+00  2.363354576660E+02  2.364678585692E+02  2.368342635395E+02  2.368418310057E+02  2.368594012435E+02  2.374106821647E+02  2.374333236006E+02  2.374968718162E+02  2.377461522833E+02  2.383348771816E+02  2.383517320178E+02  2.383570468979E+02  2.386824785853E+02  2.387558696528E+02  2.387895705224E+02  2.388924807754E+02
 140.000 -9.662302671198E-01 -4.573869169375E-01 -1.825617521396E-02 -9.581627123851E-03  3.876705953792E-01  5.120657811340E-01  5.150690803699E-01  9.668894663510E-01  2.363873189866E+02  2.365164417525E+02  2.368650108205E+02  2.368728551945E+02  2.368907921095E+02  2.374167704335E+02  2.374404824331E+02  2.375032801495E+02  2.377393664688E+02  2.383023319655E+02  2.383204886863E+02  2.383259844906E+02  2.386338131313E+02  2.387067107859E+02  2.387411347623E+02  2.388409520150E+02
 142.000 -9.270384898771E-01 -4.377203178626E-01 -1.838033048962E-02 -9.521456577145E-03  3.686136706274E-01  4.928263516118E-01  4.958569408455E-01  9.277654351019E-01  2.364362594151E+02  2.365622940059E+02  2.368939861834E+02  2.369021138485E+02  2.369204797217E+02  2.374224891110E+02  2.374473050496E+02  2.375093274443E+02  2.377329925717E+02  2.382715549649E+02  2.382910040263E+02  2.382966860547E+02  2.385878996969E+02  2.386602979598E+02  2.386954268266E+02  2.387923221153E+02
 144.000 -8.900424550672E-01 -4.191860176469E-01 -1.853652617930E-02 -9.509904948665E-03  3.506430084140E-01  4.746600526387E-01  4.777125870250E-01  8.908226102685E-01  2.364824787002E+02  2.366055993223E+02  2.369213097645E+02  2.369297269413E+02  2.369485803127E+02  2.374278614792E+02  2.374538148686E+02  2.375150367986E+02  2.377270029655E+02  2.382424228384E+02  2.382631580287E+02  2.382690309811E+02  2.385445527441E+02  2.386164447834E+02  2.386522599809E+02  2.387463904161E+02
 146.000 -8.550949768134E-01 -4.017086344043E-01 -1.871984737572E-02 -9.544570908632E-03  3.336890164907E-01  4.574960896215E-01  4.605650754534E-01  8.559140984258E-01  2.365261604123E+02  2.366465267450E+02  2.369470920193E+02  2.369558046768E+02  2.369752009280E+02  2.374329090359E+02  2.374600334486E+02  2.375204294844E+02  2.377213724006E+02  2.382148223908E+02  2.382368403977E+02  2.382429084682E+02  2.385036018121E+02  2.385749799220E+02  2.386114626151E+02  2.387029726405E+02
 148.000 -8.220606562185E-01 -3.852190246834E-01 -1.892570012505E-02 -9.623522444556E-03  3.176877150110E-01  4.412691902435E-01  4.443490157662E-01  8.229046981705E-01  2.365674734492E+02  2.366852317659E+02  2.369714346327E+02  2.369804484057E+02  2.370004402585E+02  2.374376516563E+02  2.374659806437E+02  2.375255251044E+02  2.377160777693E+02  2.381886496427E+02  2.382119496425E+02  2.382182165844E+02  2.384648900984E+02  2.385357456902E+02  2.385728768276E+02  2.386618993641E+02
 150.000 -7.908147916797E-01 -3.696537028440E-01 -1.914975811887E-02 -9.745243210530E-03  3.025802356432E-01  4.259191028784E-01  4.290040719926E-01  7.916698241693E-01  2.366065733828E+02  2.367218575775E+02  2.369944313335E+02  2.370037514461E+02  2.370243893845E+02  2.374421077400E+02  2.374716747428E+02  2.375303417331E+02  2.377110978963E+02  2.381638089951E+02  2.381883922650E+02  2.381948614364E+02  2.384282731873E+02  2.384985967948E+02  2.385363571594E+02  2.386230146444E+02
 152.000 -7.612424024240E-01 -3.549543220691E-01 -1.938791805346E-02 -9.908584631545E-03  2.883123700459E-01  4.113901455272E-01  4.144745143925E-01  7.620945429199E-01  2.366436036666E+02  2.367565361962E+02  2.370161686252E+02  2.370257998197E+02  2.370471324429E+02  2.374462943438E+02  2.374771325971E+02  2.375348960446E+02  2.377064133513E+02  2.381402124795E+02  2.381660820319E+02  2.381727564268E+02  2.383936179118E+02  2.384633992084E+02  2.385017694597E+02  2.385861747916E+02
 154.000 -7.332373521755E-01 -3.410672095691E-01 -1.963626280360E-02 -1.011272229522E-02  2.748341618920E-01  3.976307996802E-01  4.007088162240E-01  7.340727073786E-01  2.366786967206E+02  2.367893894705E+02  2.370367264403E+02  2.370466729127E+02  2.370687472268E+02  2.374502273038E+02  2.374823697342E+02  2.375392034275E+02  2.377020062807E+02  2.381177790855E+02  2.381449393215E+02  2.381518215917E+02  2.383608013302E+02  2.384300291597E+02  2.384689898689E+02  2.385512472653E+02
 156.000 -7.067015615290E-01 -3.279429494793E-01 -1.989103181406E-02 -1.035711523464E-02  2.620995372860E-01  3.845933441790E-01  3.876592905336E-01  7.075061792255E-01  2.367119749055E+02  2.368205299897E+02  2.370561787289E+02  2.370664440705E+02  2.370893057240E+02  2.374539213456E+02  2.374874004618E+02  2.375432780893E+02  2.376978602573E+02  2.380964341569E+02  2.381248905366E+02  2.381319830064E+02  2.383297098067E+02  2.383983722260E+02  2.384379039046E+02  2.385181096824E+02
 158.000 -6.815442990431E-01 -3.155360077602E-01 -2.014859839472E-02 -1.064146674292E-02  2.500659689913E-01  3.722335247419E-01  3.752817626382E-01  6.823041289379E-01  2.367435514011E+02  2.368500619013E+02  2.370745939885E+02  2.370851811316E+02  2.371088746020E+02  2.374573901854E+02  2.374922379624E+02  2.375471331508E+02  2.376939601441E+02  2.380761088501E+02  2.381058675759E+02  2.381131722524E+02  2.383002381831E+02  2.383683225172E+02  2.384084056394E+02  2.384866489238E+02
 160.000 -6.576815422946E-01 -3.038043940908E-01 -2.040545391407E-02 -1.096568528401E-02  2.386941703995E-01  3.605102553216E-01  3.635352744965E-01  6.583824050510E-01  2.367735309976E+02  2.368780816500E+02  2.370920357398E+02  2.371029469093E+02  2.371275156451E+02  2.374606466226E+02  2.374968943789E+02  2.375507807312E+02  2.376902919728E+02  2.380567396462E+02  2.380878073582E+02  2.380953259371E+02  2.382722890322E+02  2.383397819397E+02  2.383803969605E+02  2.384567603298E+02
 162.000 -6.350354012193E-01 -2.927093563460E-01 -2.065819927705E-02 -1.132984390937E-02  2.279478156163E-01  3.493853479097E-01  3.523818176049E-01  6.356629650310E-01  2.368020108102E+02  2.369046786442E+02  2.371085629566E+02  2.371197996264E+02  2.371452861488E+02  2.374637026246E+02  2.375013808922E+02  2.375542320256E+02  2.376868428322E+02  2.380382679128E+02  2.380706513923E+02  2.380783852619E+02  2.382457719832E+02  2.383126595332E+02  2.383537869018E+02  2.384283469732E+02
 164.000 -6.135335969849E-01 -2.822151037499E-01 -2.090354461915E-02 -1.173413623092E-02  2.177932824530E-01  3.388232677921E-01  3.417860914549E-01  6.140733610961E-01  2.368290809254E+02  2.369299358611E+02  2.371242304536E+02  2.371357933068E+02  2.371622392754E+02  2.374665694044E+02  2.375057077929E+02  2.375574973752E+02  2.376836007696E+02  2.380206395083E+02  2.380543453892E+02  2.380622956316E+02  2.382206031127E+02  2.382868708708E+02  2.383284910404E+02  2.384013190029E+02
 166.000 -5.931089904556E-01 -2.722885552401E-01 -2.113831898951E-02 -1.217882635474E-02  2.081994154879E-01  3.287909115912E-01  3.317152849219E-01  5.935462751077E-01  2.368548249858E+02  2.369539303932E+02  2.371390892359E+02  2.371509781308E+02  2.371784243755E+02  2.374692574926E+02  2.375098845457E+02  2.375605863313E+02  2.376805546996E+02  2.380038044251E+02  2.380388389105E+02  2.380470063021E+02  2.381967043933E+02  2.382623375164E+02  2.383044309512E+02  2.383755930503E+02
 168.000 -5.736991550084E-01 -2.628991099663E-01 -2.135949316488E-02 -1.266418897744E-02  1.991373067114E-01  3.192574057416E-01  3.221388782581E-01  5.740190973458E-01  2.368793207204E+02  2.369767339459E+02  2.371531868156E+02  2.371654007553E+02  2.371938872783E+02  2.374717768030E+02  2.375139198490E+02  2.375635077131E+02  2.376776943222E+02  2.379877164672E+02  2.380240850504E+02  2.380324700609E+02  2.381740031951E+02  2.382389865330E+02  2.382815337132E+02  2.383510916909E+02
 170.000 -5.552459890745E-01 -2.540184371773E-01 -2.156422113019E-02 -1.319043364429E-02  1.905800916232E-01  3.101939233053E-01  3.130284636083E-01  5.554335445773E-01  2.369026404252E+02  2.369984132880E+02  2.371665674979E+02  2.371791046058E+02  2.372086705543E+02  2.374741366938E+02  2.375178216886E+02  2.375662696607E+02  2.376750100488E+02  2.379723329572E+02  2.380100401470E+02  2.380186429379E+02  2.381524318334E+02  2.382167500365E+02  2.382597314615E+02  2.383277429569E+02
 172.000 -5.376953643154E-01 -2.456202830618E-01 -2.174991016894E-02 -1.375760293641E-02  1.825027589793E-01  3.015735172799E-01  3.043575821897E-01  5.377353133567E-01  2.369248514007E+02  2.370190306628E+02  2.371792726402E+02  2.371921301396E+02  2.372228137525E+02  2.374763460244E+02  2.375215973875E+02  2.375688796838E+02  2.376724929348E+02  2.379576144710E+02  2.379966635210E+02  2.380054839428E+02  2.381319271600E+02  2.381955647910E+02  2.382389609814E+02  2.383054798945E+02
 174.000 -5.209968058097E-01 -2.376802923805E-01 -2.191433797880E-02 -1.436542606539E-02  1.748819727332E-01  2.933709687765E-01  2.961015764476E-01  5.208737649537E-01  2.369460163494E+02  2.370386441612E+02  2.371913408868E+02  2.372045150862E+02  2.372363536153E+02  2.374784132077E+02  2.375252536503E+02  2.375713447064E+02  2.376701346182E+02  2.379435245957E+02  2.379839172367E+02  2.379929548266E+02  2.381124301923E+02  2.381753718397E+02  2.382191633390E+02  2.382842401614E+02
 176.000 -5.051032010388E-01 -2.301758429899E-01 -2.205585244017E-02 -1.501309234058E-02  1.676959050588E-01  2.855626486624E-01  2.882374556407E-01  5.048016387037E-01  2.369661937375E+02  2.370573080619E+02  2.372028083818E+02  2.372162946652E+02  2.372493242728E+02  2.374803462595E+02  2.375287966042E+02  2.375736711076E+02  2.376679272643E+02  2.379300297085E+02  2.379717658863E+02  2.379810198648E+02  2.380938857777E+02  2.381561161700E+02  2.382002835456E+02  2.382639656612E+02
 178.000 -4.899705348168E-01 -2.230858916044E-01 -2.217372637474E-02 -1.569887243197E-02  1.609240796894E-01  2.781263914795E-01  2.807437734082E-01  4.894747909367E-01  2.369854381249E+02  2.370750731410E+02  2.372137089621E+02  2.372275017855E+02  2.372617574188E+02  2.374821528448E+02  2.375322318352E+02  2.375758647608E+02  2.376658635161E+02  2.379170987747E+02  2.379601763921E+02  2.379696456593E+02  2.380762422899E+02  2.381377464072E+02  2.381822702520E+02  2.382446022099E+02
 180.000 -4.755576476273E-01 -2.163908293926E-01 -2.226882225156E-02 -1.641943292372E-02  1.545472251443E-01  2.710413806659E-01  2.736005159175E-01  4.748519569446E-01  2.370038004666E+02  2.370919869548E+02  2.372240743327E+02  2.372381672257E+02  2.372736824695E+02  2.374838403212E+02  2.375355644208E+02  2.375779310700E+02  2.376639364482E+02  2.379047031612E+02  2.379491178267E+02  2.379588009583E+02  2.380594513538E+02  2.381202145357E+02  2.381650754698E+02  2.382260992321E+02
 182.000 -4.618260151069E-01 -2.100723462496E-01 -2.234491651348E-02 -1.716849506111E-02  1.485471377466E-01  2.642880443490E-01  2.667889992141E-01  4.608945337258E-01  2.370213283875E+02  2.371080940965E+02  2.372339342263E+02  2.372483197997E+02  2.372851267079E+02  2.374854157813E+02  2.375387989577E+02  2.375798750051E+02  2.376621395269E+02  2.378928164654E+02  2.379385612494E+02  2.379484564921E+02  2.380434675974E+02  2.381034756438E+02  2.381486543170E+02  2.382084094842E+02
 184.000 -4.487395466581E-01 -2.041133028372E-01 -2.241150119549E-02 -1.793402070657E-02  1.429065546238E-01  2.578479612252E-01  2.602917743521E-01  4.475663814844E-01  2.370380664340E+02  2.371234364304E+02  2.372433165480E+02  2.372579865077E+02  2.372961154132E+02  2.374868860926E+02  2.375419395857E+02  2.375817011363E+02  2.376604665729E+02  2.378814143566E+02  2.379284795553E+02  2.379385848218E+02  2.380282484267E+02  2.380874876909E+02  2.381329647860E+02  2.381914888006E+02
 186.000 -4.362644013898E-01 -1.984976097439E-01 -2.248990935414E-02 -1.869207969843E-02  1.376090371257E-01  2.517037762905E-01  2.540925388299E-01  4.348336420807E-01  2.370540563040E+02  2.371380533054E+02  2.372522475075E+02  2.372671926735E+02  2.373066719775E+02  2.374882579374E+02  2.375449900058E+02  2.375834136697E+02  2.376589117289E+02  2.378704744295E+02  2.379188473392E+02  2.379291602025E+02  2.380137538232E+02  2.380722112937E+02  2.381179675306E+02  2.381752958630E+02
 188.000 -4.243688197761E-01 -1.932101133754E-01 -2.262566436288E-02 -1.939449923166E-02  1.326388652641E-01  2.458391264236E-01  2.481760527967E-01  4.226645728114E-01  2.370693370583E+02  2.371519817488E+02  2.372607517391E+02  2.372759620709E+02  2.373168180106E+02  2.374895378523E+02  2.375479534935E+02  2.375850164841E+02  2.376574694299E+02  2.378599760668E+02  2.379096407697E+02  2.379201584563E+02  2.379999461607E+02  2.380576095306E+02  2.381036256721E+02  2.381597919881E+02
 190.000 -4.130229695843E-01 -1.882364884414E-01 -2.290202613417E-02 -1.995532272429E-02  1.279809438590E-01  2.402385759869E-01  2.425280584767E-01  4.110293940741E-01  2.370839453135E+02  2.371652566420E+02  2.372688524115E+02  2.372843170392E+02  2.373265734330E+02  2.374907322685E+02  2.375508329038E+02  2.375865131709E+02  2.376561343777E+02  2.378499003126E+02  2.379008374743E+02  2.379115568569E+02  2.379867900402E+02  2.380436477627E+02  2.380899046208E+02  2.381449409339E+02
 192.000 -4.021988047789E-01 -1.835631371504E-01 -2.341060163682E-02 -2.028021110183E-02  1.236207210420E-01  2.348875626240E-01  2.371352013914E-01  3.999001496125E-01  2.370979154197E+02  2.371779108810E+02  2.372765713279E+02  2.372922785882E+02  2.373359565566E+02  2.374918475537E+02  2.375536306696E+02  2.375879070797E+02  2.376549015172E+02  2.378402297530E+02  2.378924164342E+02  2.379033340231E+02  2.379742521401E+02  2.380302934685E+02  2.380767719124E+02  2.381307087214E+02
 194.000 -3.918699362326E-01 -1.791770954409E-01 -2.416255605274E-02 -2.035525011295E-02  1.195441196308E-01  2.297723532142E-01  2.319849522921E-01  3.892505781783E-01  2.371112796238E+02  2.371899755208E+02  2.372839290181E+02  2.372998664957E+02  2.373449841556E+02  2.374928900562E+02  2.375563487876E+02  2.375892013720E+02  2.376537660167E+02  2.378309484049E+02  2.378843578879E+02  2.378954698209E+02  2.379623010815E+02  2.380175160931E+02  2.380641970583E+02  2.381170634720E+02
 196.000 -3.820115131936E-01 -1.750659467547E-01 -2.509313691152E-02 -2.024245092154E-02  1.157374816389E-01  2.248800093988E-01  2.270655293773E-01  3.790559955576E-01  2.371240682193E+02  2.372014799073E+02  2.372909448218E+02  2.373070993957E+02  2.373536715240E+02  2.374938661542E+02  2.375589887917E+02  2.375903990863E+02  2.376527232500E+02  2.378220416105E+02  2.378766432425E+02  2.378879452730E+02  2.379509073055E+02  2.380052869088E+02  2.380521514070E+02  2.381039752571E+02
 198.000 -3.726001145589E-01 -1.712177439763E-01 -2.614071080958E-02 -2.000074349835E-02  1.121875258519E-01  2.201983612285E-01  2.223658213383E-01  3.692931860188E-01  2.371363096845E+02  2.372124517956E+02  2.372976369661E+02  2.373139948599E+02  2.373620325212E+02  2.374947823084E+02  2.375615517078E+02  2.375915032202E+02  2.376517687803E+02  2.378134959394E+02  2.378692549919E+02  2.378807424763E+02  2.379400429626E+02  2.379935788867E+02  2.380406080178E+02  2.380914159604E+02
 200.000 -3.636136490980E-01 -1.676209402135E-01 -2.726886358430E-02 -1.966391067743E-02  1.088813179992E-01  2.157159863988E-01  2.178753129375E-01  3.599403023321E-01  2.371480308094E+02  2.372229174577E+02  2.373040226360E+02  2.373205694723E+02  2.373700796046E+02  2.374956451237E+02  2.375640379837E+02  2.375925168362E+02  2.376508983479E+02  2.378052990937E+02  2.378621766427E+02  2.378738445248E+02  2.379296818105E+02  2.379823665793E+02  2.380295415434E+02  2.380793591513E+02
 202.000 -3.550312638431E-01 -1.642643290553E-01 -2.845744309116E-02 -1.924958208424E-02  1.058062526421E-01  2.114221915825E-01  2.135840158725E-01  3.509767735952E-01  2.371592568129E+02  2.372329017802E+02  2.373101180396E+02  2.373268388977E+02  2.373778238461E+02  2.374964614187E+02  2.375664473862E+02  2.375934432008E+02  2.376501078573E+02  2.377974398195E+02  2.378553926448E+02  2.378672354386E+02  2.379197991218E+02  2.379716260109E+02  2.380189281221E+02  2.380677799679E+02
 204.000 -3.468332599455E-01 -1.611369948269E-01 -2.969438928455E-02 -1.876744136119E-02  1.029500455011E-01  2.073069919019E-01  2.094824082147E-01  3.423832201715E-01  2.371700114514E+02  2.372424283516E+02  2.373159384683E+02  2.373328179448E+02  2.373852749327E+02  2.374972383066E+02  2.375687788508E+02  2.375942859718E+02  2.376493933684E+02  2.377899078202E+02  2.378488883287E+02  2.378609000993E+02  2.379103715986E+02  2.379613345778E+02  2.380087452787E+02  2.380566550097E+02
